,Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Prime Mover,Status,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Unit Code,Operating Month,Operating Year,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Multiple Fuels,Deliver Power to Transmission Grid,Synchronized to Transmission Grid,Ownership,Turbines,Cogenerator,Sector Name,Sector,Topping or Bottoming,Duct Burners,Planned Modifications,Planned Uprates Net Summer Capacity,Planned Uprates Net Winter Capacity,Planned Uprate Month,Planned Uprate Year,Planned Derates Net Summer Capacity,Planned Derates Net Winter Capacity,Planned Derates Month,Planned Derates Year,Planned New Prime Mover,Planned Energy Source 1,Planned Repower Month,Planned Repower Year,Other Modifications,Other Modifications Month,Other Modifications Year,Planned Retirement Month,Planned Retirement Year,Solid Fuel Gasification System,Pulverized Coal Technology,Fluidized Bed Technology,Subcritical Technology,Supercritical Technology,Ultrasupercritical Technology,Carbon Capture Technology,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Transmission or Distribution System Owner,Primary Purpose (NAICS Code),Latitude,Longitude
8322,14266,PPL Susquehanna LLC,6103,PPL Susquehanna,PA,Luzerne,2,ST,OP,"1,298.0","1,260.0","1,310.0",,2,1985,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,PPL Electric Utilities Corp,22,41.0919,-76.1462
8484,14328,Pacific Gas & Electric Co,6099,Diablo Canyon,CA,San Luis Obispo,1,ST,OP,"1,159.0","1,122.0","1,122.0",,5,1985,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Pacific Gas & Electric Co,22,35.211535999999995,-120.85554199999999
8485,14328,Pacific Gas & Electric Co,6099,Diablo Canyon,CA,San Luis Obispo,2,ST,OP,"1,164.0","1,118.0","1,118.0",,3,1986,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Pacific Gas & Electric Co,22,35.211535999999995,-120.85554199999999
9582,15478,PSEG Nuclear LLC,2410,PSEG Salem Generating Station,NJ,Salem,1,ST,OP,"1,170.0","1,167.9","1,194.2",,6,1977,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Public Service Elec & Gas Co,22,39.4625,-75.5358
9583,15478,PSEG Nuclear LLC,2410,PSEG Salem Generating Station,NJ,Salem,2,ST,OP,"1,170.0","1,158.1","1,193.6",,10,1981,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Public Service Elec & Gas Co,22,39.4625,-75.5358
9585,15478,PSEG Nuclear LLC,6118,PSEG Hope Creek Generating Station,NJ,Salem,1,ST,OP,"1,290.7","1,174.0","1,239.9",,12,1986,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Public Service Elec & Gas Co,22,39.4666,-75.5377
10479,17539,South Carolina Electric&Gas Co,6127,V C Summer,SC,Fairfield,1,ST,OP,"1,029.6",971.0,992.0,,1,1984,NUC,,,,,,N,Y,,J,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,South Carolina Electric & Gas Co,22,34.2983,-81.3153
10686,17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,San Diego,2,ST,OP,"1,127.0","1,070.0","1,070.0",,8,1983,NUC,,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,N,,,6.0,2013.0,N,,,,,,,,,,,Southern California Edison Co,22,33.368794,-117.55491599999999
10687,17609,Southern California Edison Co,360,San Onofre Nuclear Generating Station,CA,San Diego,3,ST,OP,"1,127.0","1,080.0","1,080.0",,4,1984,NUC,,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,6.0,2013.0,N,,,,,,,,,,,Southern California Edison Co,22,33.368794,-117.55491599999999
11299,18642,Tennessee Valley Authority,46,Browns Ferry,AL,Limestone,1,ST,OP,"1,152.0","1,100.8","1,131.7",,8,1974,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Tennessee Valley Authority,22,34.7042,-87.1189
11300,18642,Tennessee Valley Authority,46,Browns Ferry,AL,Limestone,2,ST,OP,"1,152.0","1,103.7","1,135.2",,3,1975,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Tennessee Valley Authority,22,34.7042,-87.1189
11301,18642,Tennessee Valley Authority,46,Browns Ferry,AL,Limestone,3,ST,OP,"1,190.0","1,104.9","1,134.2",,3,1977,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Tennessee Valley Authority,22,34.7042,-87.1189
11516,18642,Tennessee Valley Authority,6152,Sequoyah,TN,Hamilton,1,ST,OP,"1,220.5","1,152.0","1,177.4",,7,1981,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennessee Valley Authority,22,35.2267,-85.0917
11517,18642,Tennessee Valley Authority,6152,Sequoyah,TN,Hamilton,2,ST,OP,"1,220.5","1,125.7","1,155.1",,6,1982,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennessee Valley Authority,22,35.2267,-85.0917
11544,18642,Tennessee Valley Authority,7722,Watts Bar Nuclear Plant,TN,Rhea,1,ST,OP,"1,269.9","1,123.0","1,179.0",,5,1996,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Tennessee Valley Authority,22,35.6021,-84.7895
12063,19436,Union Electric Co - (MO),6153,Callaway,MO,Callaway,1,ST,OP,"1,235.8","1,190.0","1,240.0",,12,1984,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Union Electric Co,22,38.758919,-91.778841
12505,19876,Virginia Electric & Power Co,3806,Surry,VA,Surry,1,ST,OP,847.5,838.0,875.0,,12,1972,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Virginia Electric & Power Co,22,37.1661,-76.6986
12506,19876,Virginia Electric & Power Co,3806,Surry,VA,Surry,2,ST,OP,847.5,838.0,875.0,,5,1973,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Virginia Electric & Power Co,22,37.1661,-76.6986
12520,19876,Virginia Electric & Power Co,6168,North Anna,VA,Louisa,1,ST,OP,979.7,943.0,975.0,,6,1978,NUC,,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,Virginia Electric & Power Co,22,38.06,-77.7897
12521,19876,Virginia Electric & Power Co,6168,North Anna,VA,Louisa,2,ST,OP,979.7,943.0,975.0,,12,1980,NUC,,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,Virginia Electric & Power Co,22,38.06,-77.7897
12614,20160,Energy Northwest,371,Columbia Generating Station,WA,Benton,2,ST,OP,"1,200.0","1,132.0","1,144.0",,12,1984,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Bonneville Power Admin,22,46.4711,-119.3339
13061,20893,Wolf Creek Nuclear Optg Corp,210,Wolf Creek Generating Station,KS,Coffey,1,ST,OP,"1,267.7","1,175.0","1,205.0",,9,1985,NUC,,,,,,N,Y,,J,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kansas Gas & Electric Co,22,38.239259999999994,-95.68978
13197,21535,STP Nuclear Operating Co,6251,South Texas Project,TX,Matagorda,1,ST,OP,"1,354.3","1,280.0","1,280.0",,8,1988,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin Energy,22,28.795,-96.0481
13198,21535,STP Nuclear Operating Co,6251,South Texas Project,TX,Matagorda,2,ST,OP,"1,354.3","1,280.0","1,280.0",,6,1989,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austin Energy,22,28.795,-96.0481
13779,29926,Entergy Nuclear Generation Co,1590,Pilgrim Nuclear Power Station,MA,Plymouth,1,ST,OP,670.0,677.3,683.4,,12,1972,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Boston Edison Co,22,41.9438,-70.578
14786,50100,"R.E. Ginna Nuclear Power Plant, LLC",6122,R E Ginna Nuclear Power Plant,NY,Wayne,1,ST,OP,614.0,580.8,582.1,,7,1970,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,Y,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Rochester Gas & Electric Corporation,22,43.2777,-77.3099
14889,50161,FirstEnergy Nuclear Operating Company,6020,Perry,OH,Lake,1,ST,OP,"1,311.6","1,240.0","1,268.0",,11,1987,NUC,,,,,,N,Y,,W,,N,IPP Non-CHP,2,,N,Y,16.0,16.0,5.0,2013.0,,,,,,,,,N,,,,,N,,,,,,,,,,,Cleveland Electric Illum Co,22,41.8006,-81.1439
14890,50161,FirstEnergy Nuclear Operating Company,6040,Beaver Valley,PA,Beaver,1,ST,OP,923.4,892.0,911.0,,9,1976,NUC,,,,,,N,Y,,W,,N,IPP Non-CHP,2,,N,Y,29.0,29.0,12.0,2013.0,,,,,,,,,N,,,,,N,,,,,,,,,,,Duquesne Light Co,22,40.6219,-80.4336
14891,50161,FirstEnergy Nuclear Operating Company,6040,Beaver Valley,PA,Beaver,2,ST,OP,923.4,914.0,933.0,,11,1987,NUC,,,,,,N,Y,,W,,N,IPP Non-CHP,2,,N,N,29.0,29.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,Duquesne Light Co,22,40.6219,-80.4336
14892,50161,FirstEnergy Nuclear Operating Company,6149,Davis Besse,OH,Ottawa,1,ST,OP,925.2,894.0,908.0,,11,1977,NUC,,,,,,N,Y,,W,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,The Toledo Edison Co,22,41.5967,-83.0861
14983,54718,Dominion Energy Kewaunee Inc.,8024,Kewaunee,WI,Kewaunee,1,ST,OP,560.1,566.0,574.0,,6,1974,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,Y,,,,,,,,,,,,,,,,5.0,2013.0,N,,,,,,,,,,,American Transmission Co,22,44.3422,-87.5358
15587,55269,NextEra Energy Duane Arnold LLC,1060,Duane Arnold Energy Center,IA,Linn,1,ST,OP,679.5,601.4,622.1,,2,1975,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,ITC Midwest LLC,22,42.1011,-91.7781
15988,55906,NextEra Energy Point Beach LLC,4046,Point Beach Nuclear Plant,WI,Manitowoc,1,ST,OP,643.0,591.0,598.0,,12,1970,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,American Transmission Co,22,44.2806,-87.5369
15989,55906,NextEra Energy Point Beach LLC,4046,Point Beach Nuclear Plant,WI,Manitowoc,2,ST,OP,643.0,591.0,601.0,,10,1972,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,American Transmission Co,22,44.2806,-87.5369
16059,55936,Entergy Gulf States - LA LLC,6462,River Bend,LA,West Feliciana,1,ST,OP,"1,035.9",975.0,979.0,,6,1986,NUC,,,,,,N,Y,,S,,N,Electric Utility,1,,N,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Entergy Louisiana Inc,22,30.757,-91.3327
16508,55951,Exelon Nuclear,204,Clinton Power Station,IL,De Witt,1,ST,OP,"1,138.3","1,065.0","1,078.0",,11,1987,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Illinois Power Co,22,40.1719,-88.8339
16509,55951,Exelon Nuclear,869,Dresden Generating Station,IL,Grundy,2,ST,OP,"1,009.3",883.0,833.0,,8,1970,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Commonwealth Edison Co,22,41.39,-88.27
16510,55951,Exelon Nuclear,869,Dresden Generating Station,IL,Grundy,3,ST,OP,"1,009.3",867.0,867.0,,10,1971,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Commonwealth Edison Co,22,41.39,-88.27
16511,55951,Exelon Nuclear,880,Quad Cities Generating Station,IL,Rock Island,1,ST,OP,"1,009.3",908.0,908.0,,12,1972,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Commonwealth Edison Co,22,41.726110999999996,-90.310278
16512,55951,Exelon Nuclear,880,Quad Cities Generating Station,IL,Rock Island,2,ST,OP,"1,009.3",911.0,911.0,,12,1972,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Commonwealth Edison Co,22,41.726110999999996,-90.310278
16513,55951,Exelon Nuclear,2388,Oyster Creek,NJ,Ocean,1,ST,OP,550.0,614.5,637.0,,12,1969,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,Y,,,,,,,,,,,,,,,,12.0,2019.0,N,,,,,,,,,,,Jersey Central Power & Lt Co,22,39.8143,-74.2062
16514,55951,Exelon Nuclear,3166,Peach Bottom,PA,York,2,ST,OP,"1,159.7","1,125.2","1,148.0",,7,1974,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,PECO Energy Co,22,39.758936,-76.268742
16515,55951,Exelon Nuclear,3166,Peach Bottom,PA,York,3,ST,OP,"1,159.7","1,125.4","1,148.0",,12,1974,NUC,,,,,,N,Y,,J,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,PECO Energy Co,22,39.758936,-76.268742
16516,55951,Exelon Nuclear,6022,Braidwood Generation Station,IL,Will,1,ST,OP,"1,224.9","1,178.0","1,208.0",,7,1988,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Commonwealth Edison Co,22,41.2435,-88.2286
16517,55951,Exelon Nuclear,6022,Braidwood Generation Station,IL,Will,2,ST,OP,"1,224.9","1,152.0","1,176.0",,10,1988,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Commonwealth Edison Co,22,41.2435,-88.2286
16518,55951,Exelon Nuclear,6023,Byron Generating Station,IL,Ogle,1,ST,OP,"1,224.9","1,164.0","1,188.0",,9,1985,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Commonwealth Edison Co,22,42.0742,-89.2819
16519,55951,Exelon Nuclear,6023,Byron Generating Station,IL,Ogle,2,ST,OP,"1,224.9","1,136.0","1,158.0",,8,1987,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Commonwealth Edison Co,22,42.0742,-89.2819
16520,55951,Exelon Nuclear,6026,LaSalle Generating Station,IL,La Salle,1,ST,OP,"1,170.0","1,137.0","1,152.0",,1,1984,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Commonwealth Edison Co,22,41.245498,-88.669066
16521,55951,Exelon Nuclear,6026,LaSalle Generating Station,IL,La Salle,2,ST,OP,"1,170.0","1,140.0","1,161.0",,10,1984,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,N,,,,,N,,,,,,,,,,,Commonwealth Edison Co,22,41.245498,-88.669066
16522,55951,Exelon Nuclear,6105,Limerick,PA,Montgomery,1,ST,OP,"1,138.5","1,146.0","1,191.0",,2,1986,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PECO Energy Co,22,40.224303000000006,-75.58744
16523,55951,Exelon Nuclear,6105,Limerick,PA,Montgomery,2,ST,OP,"1,138.5","1,150.0","1,195.0",,1,1990,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,PECO Energy Co,22,40.224303000000006,-75.58744
16524,55951,Exelon Nuclear,8011,Three Mile Island,PA,Dauphin,1,ST,OP,975.6,805.0,829.0,,8,1974,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan Edison Co,22,40.1515,-76.7232
16608,55983,Luminant Generation Company LLC,6145,Comanche Peak,TX,Somervell,1,ST,OP,"1,215.0","1,205.0","1,235.0",,8,1990,NUC,,,,,,N,Y,,W,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Oncor,22,32.298365000000004,-97.785515
16609,55983,Luminant Generation Company LLC,6145,Comanche Peak,TX,Somervell,2,ST,OP,"1,215.0","1,195.0","1,225.0",,4,1993,NUC,,,,,,N,Y,,W,,N,IPP Non-CHP,2,,,N,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,Oncor,22,32.298365000000004,-97.785515
16819,56192,Entergy Nuclear Palisades LLC,1715,Palisades,MI,Van Buren,1,ST,OP,811.8,782.2,812.5,,3,1972,NUC,,,,,,N,Y,,S,,N,IPP Non-CHP,2,,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITC Transmission,22,42.323,-86.3146
